depart,fin,A_tout_d_un_coup,A_dca,A_ecart_pct,B_salaire_immediat,B_salaire_accumule,B_ecart_pct
1871-02,1881-02,2.533672464351759,2.354390679872443,7.614784836347921,236.44084362072917,223.8810045026309,5.61005126183034
1871-03,1881-03,2.4987174976441273,2.3626357919882537,5.759741138152963,238.44473863124722,226.0264307816026,5.4941839353485955
1871-04,1881-04,2.420421635898013,2.3360197478118967,3.6130639805238784,237.07259486284119,225.3452158475238,5.204183710406585
1871-05,1881-05,2.464950327120601,2.4218966758909666,1.777683237200689,247.16010692753542,237.32993021127766,4.141987783633816
1871-06,1881-06,2.5139360340053876,2.437468048084723,3.1371892641116172,249.63257898183173,242.18403291439068,3.075572727816467
1871-07,1881-07,2.4704792110494664,2.339022961420375,5.620135064824883,240.37279118913332,236.35133599273854,1.7014734355122574
1871-08,1881-08,2.3807425906502386,2.2684274527624875,4.951233408455447,234.19951056119254,228.28332417282738,2.5915981422655943
1871-09,1881-09,2.3741800612065775,2.275916654452246,4.31753098524521,235.65077045728088,228.7398309494573,3.0213100530578796
1871-10,1881-10,2.462162180517048,2.2343320539863494,10.196789063837631,231.49650819004071,225.77754486250515,2.5330080239017283
1871-11,1881-11,2.4504253810195067,2.232255836292053,9.773500921375122,232.51235827344738,227.58370557629922,2.1656439263380234
1871-12,1881-12,2.328665018970739,2.154404207797936,8.088584794908037,225.33826627258318,220.65590559542025,2.122019197504832
1872-01,1882-01,2.2371334858550855,2.109444853335444,6.0531865679134045,221.64898981499985,214.49752727718243,3.334053603599818
1872-02,1882-02,2.1791513627236494,2.054124077356705,6.08664718675771,216.56457730538153,205.97096397963634,5.143255690541193
1872-03,1882-03,2.1066409169729825,2.040978017000396,3.2172272031175675,216.00541853316625,205.8083730276648,4.95463102666418
1872-04,1882-04,2.05014729445818,2.0383015308611387,0.5811585488059157,215.8902367978137,206.88919878080068,4.35065632718199
1872-05,1882-05,2.0257596032572396,2.0179158765521126,0.3887043457197592,213.22940832484107,206.97819693875573,3.020226999047182
1872-06,1882-06,2.03505348905845,2.011220559240718,1.184998318967545,212.0797703510518,208.01127850762356,1.9558996380473204
1872-07,1882-07,2.1619522920900205,2.1287039726733243,1.561904325050012,223.9253803324436,222.30236886399405,0.7300918459589356
1872-08,1882-08,2.252366439310263,2.195750049432267,2.5784533122353626,230.4363905617436,225.57764794440962,2.1539113744688754
1872-09,1882-09,2.3141812509999182,2.217856542835182,4.343144216244044,232.3980395632008,225.68399856447854,2.9749743187060806
1872-10,1882-10,2.240905206393577,2.1695384268234466,3.2894913815664895,225.77584233601257,219.72301504530506,2.754753428747314
1872-11,1882-11,2.1527172775992645,2.1065225782439203,2.192936350763164,215.9037204360036,211.15377661717702,2.249518760651048
1872-12,1882-12,2.1118510686452288,2.1539123498736426,-1.952785183244865,216.84553388341476,212.3802290178632,2.1025049677180663
1873-01,1883-01,2.083867897963704,2.1656430081703304,-3.7760198656063393,215.61300986433662,208.91475290123537,3.2062153917238545
1873-02,1883-02,2.020984202743045,2.1314942671090344,-5.184628740093933,210.71888039871703,200.5728962229157,5.05850210415526
1873-03,1883-03,2.0612063807441228,2.168258046024427,-4.937219786943126,213.27438980407013,203.73268036634403,4.683445689993659
1873-04,1883-04,2.1323106106285485,2.2251700079848713,-4.173137199544441,217.63630670347592,208.79919038588181,4.232351811931001
1873-05,1883-05,2.090847095568154,2.201356662592663,-5.020066439136473,213.81214203580421,207.4318688550572,3.0758403788017974
1873-06,1883-06,2.137295586252957,2.2396616138254277,-4.570602404424207,215.56310888910562,211.78445828785672,1.7841963625645052
1873-07,1883-07,2.107250773294078,2.2224428404633088,-5.183128450908403,212.11023557672138,210.72842076892022,0.6557325313591322
1873-08,1883-08,2.0108567041951537,2.1383227421279125,-5.96102896075984,202.4312186973857,198.27327454769716,2.0970774599721853
1873-09,1883-09,2.1992027006986223,2.178143356336553,0.9668484078793282,204.6346799271922,199.1989110468705,2.728814556141157
1873-10,1883-10,2.3405923512878535,2.119002893213792,10.45725132248343,198.92378355810564,192.0315934112897,3.5890917866074235
1873-11,1883-11,2.459356396779919,2.1334435615247926,15.276374830473284,201.52873411425,193.68782454485668,4.04822016449331
1873-12,1883-12,2.1961716837773,2.0615290682690084,6.531201406795906,196.67992397408787,188.5143505863585,4.331539409244467
1874-01,1884-01,2.0194052594957115,1.99352963444712,1.2979804564464237,190.6280798727,183.4591214126167,3.907659867158997
1874-02,1884-02,2.0122679782765815,2.050067815133631,-1.8438334858003502,195.72977704799067,186.60299740654563,4.891014489740941
