depart,fin,A_final,drawdown_t0_pct,B10_declenche,B10_mois_attente,B10_final,B10_ecart_pct,B20_declenche,B20_mois_attente,B20_final,B20_ecart_pct,B30_declenche,B30_mois_attente,B30_final,B30_ecart_pct
1949-05,1959-05,4.510480398821663,0.0,True,1,5.419207732099102,20.14701878573375,True,6,6.48152067730381,43.69912080755456,True,6,6.48152067730381,43.69912080755456
1949-06,1959-06,5.5136809147835555,-16.76863811466124,True,0,5.5136809147835555,0.0,True,5,6.594513187886681,19.602735265385874,True,5,6.594513187886681,19.602735265385874
1949-07,1959-07,5.912649560827166,-18.08860185814639,True,0,5.912649560827166,0.0,True,4,6.959540866167372,17.705958971019207,True,4,6.959540866167372,17.705958971019207
1949-08,1959-08,5.0321383719602695,-0.7591207795150767,True,2,6.228133389854459,23.767132965946036,True,3,7.176245522631065,42.60827092152395,True,3,7.176245522631065,42.60827092152395
1949-09,1959-09,5.526854063322923,-7.494901427600276,True,1,6.376148085346899,15.36668079694785,True,2,7.346792575708239,32.92901335070009,True,2,7.346792575708239,32.92901335070009
1949-10,1959-10,6.746785361028686,-19.816451393609803,True,0,6.746785361028686,0.0,True,1,7.773852165418432,15.223054379680878,True,1,7.773852165418432,15.223054379680878
1949-11,1959-11,7.9528655161185275,-30.410151824155907,True,0,7.9528655161185275,0.0,True,0,7.9528655161185275,0.0,True,0,7.9528655161185275,0.0
1949-12,1959-12,7.959967245928488,-37.73510083843191,True,0,7.959967245928488,0.0,True,0,7.959967245928488,0.0,True,0,7.959967245928488,0.0
1950-01,1960-01,10.298573589799005,-47.57534556990709,True,0,10.298573589799005,0.0,True,0,10.298573589799005,0.0,True,0,10.298573589799005,0.0
1950-02,1960-02,9.447691734921817,-39.13437570813506,True,0,9.447691734921817,0.0,True,0,9.447691734921817,0.0,True,0,9.447691734921817,0.0
1950-03,1960-03,10.854318205101938,-44.703149784726946,True,0,10.854318205101938,0.0,True,0,10.854318205101938,0.0,True,0,10.854318205101938,0.0
1950-04,1960-04,10.99627429261907,-43.74008610922275,True,0,10.99627429261907,0.0,True,0,10.99627429261907,0.0,True,0,10.99627429261907,0.0
1950-05,1960-05,10.49108469539376,-46.62361205529118,True,0,10.49108469539376,0.0,True,0,10.49108469539376,0.0,True,0,10.49108469539376,0.0
1950-06,1960-06,12.645120111407682,-51.18400181282574,True,0,12.645120111407682,0.0,True,0,12.645120111407682,0.0,True,0,12.645120111407682,0.0
1950-07,1960-07,11.203709396454553,-44.714479945615224,True,0,11.203709396454553,0.0,True,0,11.203709396454553,0.0,True,0,11.203709396454553,0.0
1950-08,1960-08,10.26407682234832,-35.10650351234988,True,0,10.26407682234832,0.0,True,0,10.26407682234832,0.0,True,0,10.26407682234832,0.0
1950-09,1960-09,11.840799382120101,-41.321096759574,True,0,11.840799382120101,0.0,True,0,11.840799382120101,0.0,True,0,11.840799382120101,0.0
1950-10,1960-10,11.775244913338359,-39.85950600498528,True,0,11.775244913338359,0.0,True,0,11.775244913338359,0.0,True,0,11.775244913338359,0.0
1950-11,1960-11,11.728200455580867,-37.825742125538184,True,0,11.728200455580867,0.0,True,0,11.728200455580867,0.0,True,0,11.728200455580867,0.0
1950-12,1960-12,13.312825041703466,-42.26716519374576,True,0,13.312825041703466,0.0,True,0,13.312825041703466,0.0,True,0,13.312825041703466,0.0
1951-01,1961-01,12.941609633544138,-34.60797643326535,True,0,12.941609633544138,0.0,True,0,12.941609633544138,0.0,True,0,12.941609633544138,0.0
1951-02,1961-02,12.512557452396585,-30.976659868570135,True,0,12.512557452396585,0.0,True,0,12.512557452396585,0.0,True,0,12.512557452396585,0.0
1951-03,1961-03,12.869769704832956,-30.13822796283708,True,0,12.869769704832956,0.0,True,0,12.869769704832956,0.0,True,0,12.869769704832956,0.0
1951-04,1961-04,13.619847707333223,-31.55449807387266,True,0,13.619847707333223,0.0,True,0,13.619847707333223,0.0,True,0,13.619847707333223,0.0
1951-05,1961-05,13.199166863161203,-27.923181509177432,True,0,13.199166863161203,0.0,True,0,13.199166863161203,0.0,True,22,5.4692395375346035,-58.5637518319492
1951-06,1961-06,13.287309722328466,-25.940403353727636,True,0,13.287309722328466,0.0,True,0,13.287309722328466,0.0,True,21,5.657221950822342,-57.423872333496185
1951-07,1961-07,12.843181985429391,-23.017221844550207,True,0,12.843181985429391,0.0,True,0,12.843181985429391,0.0,True,20,5.683960267057481,-55.74336427291973
1951-08,1961-08,11.028011011699933,-17.686381146612284,True,0,11.028011011699933,0.0,True,19,5.21859631981762,-52.6787168213646,True,19,5.21859631981762,-52.6787168213646
1951-09,1961-09,9.965555555555556,-13.324269204622707,True,0,9.965555555555556,0.0,True,18,4.965738479075069,-50.17098192476794,True,18,4.965738479075069,-50.17098192476794
1951-10,1961-10,8.053243685262585,-6.475186947654676,True,1,8.449380362249762,4.918970448045767,True,17,4.329946262823644,-46.23351245725452,True,17,4.329946262823644,-46.23351245725452
1951-11,1961-11,8.425675246266286,-10.859959211420811,True,0,8.425675246266286,0.0,True,16,4.317798404168702,-48.754274548119206,True,16,4.317798404168702,-48.754274548119206
1951-12,1961-12,8.62700228832952,-5.925674144572857,True,14,3.5805153582764735,-58.496413486291274,True,15,4.6656896270965635,-45.91760299625469,True,15,4.6656896270965635,-45.91760299625469
1952-01,1962-01,7.997142252328535,0.0,True,13,3.7768113768713607,-52.77298742845717,True,14,4.921478586549423,-38.459534277804906,True,14,4.921478586549423,-38.459534277804906
1952-02,1962-02,8.28489525909592,-4.000846740050812,True,12,3.756167054060133,-54.66246782134914,True,13,4.89457743038593,-40.92167399446345,True,13,4.89457743038593,-40.92167399446345
1952-03,1962-03,8.18192695572902,-7.117908552074537,True,11,3.589038014546,-56.13456299517634,True,12,4.676795310210064,-42.839928350431535,True,12,4.676795310210064,-42.839928350431535
1952-04,1962-04,6.7996250986582485,0.0,True,10,3.4451025967858837,-49.33393316837871,True,11,4.489236280736037,-33.97817944960104,True,11,4.489236280736037,-33.97817944960104
1952-05,1962-05,6.1430754021748895,0.0,True,9,3.416760390892504,-44.38029541875984,True,10,4.452304184986159,-27.523204689789928,True,10,4.452304184986159,-27.523204689789928
1952-06,1962-06,5.857850903920373,0.0,True,8,3.6037839594111616,-38.479418160006,True,9,4.696010421755414,-19.833903273082566,True,9,4.696010421755414,-19.833903273082566
1952-07,1962-07,5.570080170609375,0.0,True,7,3.52503061658044,-36.71490340156457,True,8,4.5933886989089725,-17.53460348477447,True,8,4.5933886989089725,-17.53460348477447
