depart,fin,A_final,drawdown_t0_pct,B10_declenche,B10_mois_attente,B10_final,B10_ecart_pct,B20_declenche,B20_mois_attente,B20_final,B20_ecart_pct,B30_declenche,B30_mois_attente,B30_final,B30_ecart_pct
1949-05,1959-05,4.510480398821663,0.0,True,1,5.419207732099102,20.14701878573375,True,6,6.48152067730381,43.69912080755456,True,6,6.48152067730381,43.69912080755456
1949-06,1959-06,5.5136809147835555,0.0,True,4,5.723258442843013,3.801045640808276,True,5,6.594513187886681,19.602735265385874,True,6,7.370302975161496,33.67300518606133
1949-07,1959-07,5.912649560827166,0.0,True,3,6.04005934718101,2.15486788187087,True,4,6.959540866167372,17.705958971019207,True,5,7.778273132563006,31.55308889091075
1949-08,1959-08,5.0321383719602695,0.0,True,2,6.228133389854459,23.767132965946036,True,3,7.176245522631065,42.60827092152395,True,4,8.02047129469566,59.384951323810384
1949-09,1959-09,5.526854063322923,0.0,True,1,6.376148085346899,15.36668079694785,True,2,7.346792575708239,32.92901335070009,True,3,8.211081794195252,48.567009371303804
1949-10,1959-10,6.746785361028686,0.0,True,1,7.773852165418432,15.223054379680878,True,2,8.688381402966066,28.778091165499053,True,3,10.319213313161876,52.95007564296517
1949-11,1959-11,7.9528655161185275,0.0,True,1,8.888454189791647,11.764170685106002,True,2,10.556840285282039,32.742597795547866,True,40,3.1816642240677413,-59.99348640286598
1949-12,1959-12,7.959967245928488,0.0,True,1,9.454073913983143,18.770261508536844,True,6,10.152953464082627,27.550191481954258,True,39,2.849307930304511,-64.20452695000814
1950-01,1960-01,10.298573589799005,0.0,True,4,10.114943748673317,-1.7830609212481474,True,38,3.103826738316235,-69.86158606090214,True,38,3.103826738316235,-69.86158606090214
1950-02,1960-02,9.447691734921817,0.0,True,3,10.773296540012735,14.030991296964546,True,37,3.30584595342778,-65.00895619605927,True,37,3.30584595342778,-65.00895619605927
1950-03,1960-03,10.854318205101938,0.0,True,3,12.295346408262736,13.276082163165803,True,36,3.450545513759974,-68.21038918742876,True,36,3.450545513759974,-68.21038918742876
1950-04,1960-04,10.99627429261907,0.0,True,2,12.673088081698966,15.24892654055936,True,35,3.5565543071161048,-67.65673343103728,True,35,3.5565543071161048,-67.65673343103728
1950-05,1960-05,10.49108469539376,0.0,True,7,9.69944068295555,-7.54587381022469,True,34,3.219247679531021,-69.31444390164468,True,34,3.219247679531021,-69.31444390164468
1950-06,1960-06,12.645120111407682,0.0,True,6,10.692081248160143,-15.445000490628969,True,33,3.5487054225696144,-71.93616674808663,True,33,3.5487054225696144,-71.93616674808663
1950-07,1960-07,11.203709396454553,0.0,True,5,10.728780296339908,-4.239034442154821,True,32,3.560885849210226,-68.21690278456278,True,32,3.560885849210226,-68.21690278456278
1950-08,1960-08,10.26407682234832,0.0,True,4,11.537140614267493,12.4031007751938,True,31,3.8291809151603977,-62.69337241491614,True,31,3.8291809151603977,-62.69337241491614
1950-09,1960-09,11.840799382120101,0.0,True,29,3.065332033690735,-74.11211916722903,True,30,3.9943657384790754,-66.26608044292462,True,30,3.9943657384790754,-66.26608044292462
1950-10,1960-10,11.775244913338359,0.0,True,28,3.124290820024493,-73.4672964934643,True,29,4.071193616674808,-65.42582641263638,True,29,4.071193616674808,-65.42582641263638
1950-11,1960-11,11.728200455580867,0.0,True,27,3.2170403139136736,-72.57004323810952,True,28,4.1920534114965,-64.25663572708028,True,28,4.1920534114965,-64.25663572708028
1950-12,1960-12,13.312825041703466,0.0,True,26,3.390842518307465,-74.52950438629378,True,27,4.418531183846279,-66.80996580361504,True,27,4.418531183846279,-66.80996580361504
1951-01,1961-01,12.941609633544138,0.0,True,25,3.733598260478368,-71.15043363075154,True,26,4.865168539325842,-62.40677414101938,True,26,4.865168539325842,-62.40677414101938
1951-02,1961-02,12.512557452396585,0.0,True,24,3.8102771737772114,-69.5483741970958,True,25,4.965087119361668,-60.319166259566835,True,25,4.965087119361668,-60.319166259566835
1951-03,1961-03,12.869769704832956,0.0,True,23,3.966659168728599,-69.17847591912225,True,24,5.168865005699398,-59.83716007164956,True,24,5.168865005699398,-59.83716007164956
1951-04,1961-04,13.619847707333223,0.0,True,22,4.112743995401264,-69.80330409137487,True,23,5.359224881941052,-60.65135971340172,True,23,5.359224881941052,-60.65135971340172
1951-05,1961-05,13.199166863161203,0.0,True,21,4.19717077803604,-68.20124465771913,True,22,5.4692395375346035,-58.5637518319492,True,22,5.4692395375346035,-58.5637518319492
1951-06,1961-06,13.287309722328466,0.0,True,20,4.341431106445727,-67.32648521656546,True,21,5.657221950822342,-57.423872333496185,True,21,5.657221950822342,-57.423872333496185
1951-07,1961-07,12.843181985429391,0.0,True,19,4.361950463622502,-66.03683986903603,True,20,5.683960267057481,-55.74336427291973,True,20,5.683960267057481,-55.74336427291973
1951-08,1961-08,11.028011011699933,0.0,True,18,4.00482367348979,-63.68498662867712,True,19,5.21859631981762,-52.6787168213646,True,19,5.21859631981762,-52.6787168213646
1951-09,1961-09,9.965555555555556,0.0,True,17,3.810777036315013,-61.76051585813902,True,18,4.965738479075069,-50.17098192476794,True,18,4.965738479075069,-50.17098192476794
1951-10,1961-10,8.053243685262585,0.0,True,16,3.322861213166379,-58.7388468171253,True,17,4.329946262823644,-46.23351245725452,True,17,4.329946262823644,-46.23351245725452
1951-11,1961-11,8.425675246266286,0.0,True,15,3.3135387768363698,-60.673314838419444,True,16,4.317798404168702,-48.754274548119206,True,16,4.317798404168702,-48.754274548119206
1951-12,1961-12,8.62700228832952,0.0,True,14,3.5805153582764735,-58.496413486291274,True,15,4.6656896270965635,-45.91760299625469,True,15,4.6656896270965635,-45.91760299625469
1952-01,1962-01,7.997142252328535,0.0,True,13,3.7768113768713607,-52.77298742845717,True,14,4.921478586549423,-38.459534277804906,True,14,4.921478586549423,-38.459534277804906
1952-02,1962-02,8.28489525909592,0.0,True,12,3.756167054060133,-54.66246782134914,True,13,4.89457743038593,-40.92167399446345,True,13,4.89457743038593,-40.92167399446345
1952-03,1962-03,8.18192695572902,0.0,True,11,3.589038014546,-56.13456299517634,True,12,4.676795310210064,-42.839928350431535,True,12,4.676795310210064,-42.839928350431535
1952-04,1962-04,6.7996250986582485,0.0,True,10,3.4451025967858837,-49.33393316837871,True,11,4.489236280736037,-33.97817944960104,True,11,4.489236280736037,-33.97817944960104
1952-05,1962-05,6.1430754021748895,0.0,True,9,3.416760390892504,-44.38029541875984,True,10,4.452304184986159,-27.523204689789928,True,10,4.452304184986159,-27.523204689789928
1952-06,1962-06,5.857850903920373,0.0,True,8,3.6037839594111616,-38.479418160006,True,9,4.696010421755414,-19.833903273082566,True,9,4.696010421755414,-19.833903273082566
1952-07,1962-07,5.570080170609375,0.0,True,7,3.52503061658044,-36.71490340156457,True,8,4.5933886989089725,-17.53460348477447,True,8,4.5933886989089725,-17.53460348477447
1952-08,1962-08,5.578182820250373,0.0,True,6,3.541451100947239,-36.51245907375472,True,7,4.614785865494219,-17.270802800846763,True,7,4.614785865494219,-17.270802800846763
1952-09,1962-09,4.858014131647453,0.0,True,5,3.2649021519082244,-32.79348179250709,True,6,4.254421104054714,-12.42468653313793,True,6,4.254421104054714,-12.42468653313793
1952-10,1962-10,4.021070778661048,0.0,True,4,3.1479343180625325,-21.714028642123417,True,5,4.102002931118711,2.0127015144113525,True,5,4.102002931118711,2.0127015144113525
1952-11,1962-11,4.102489685588277,0.0,True,3,3.6035590212691506,-12.161655544725214,True,4,4.695717309884384,14.460185637518341,True,4,4.695717309884384,14.460185637518341
1952-12,1962-12,3.9032453079058014,0.0,True,2,3.550098722851216,-9.0475119342181,True,3,4.62605438853607,18.518156652011086,True,3,4.62605438853607,18.518156652011086
1953-01,1963-01,3.2264180161047693,0.0,True,1,3.645172577541176,12.97893079403163,True,2,4.749943006025077,47.220322423058136,True,2,4.749943006025077,47.220322423058136
1953-02,1963-02,3.750243682987178,0.0,True,1,4.88685881778212,30.307767464582327,True,1,4.88685881778212,30.307767464582327,False,,1.0,-73.33506607753364
1953-03,1963-03,5.208076860446182,0.0,True,9,4.231088768355604,-18.75909511840189,True,10,4.5022100847433775,-13.553309496325905,False,,1.0,-80.79905449178933
1953-04,1963-04,4.692724754692518,0.0,True,8,4.213705516602725,-10.20769943114168,True,9,4.4837129423688715,-4.453954221684198,False,,1.0,-78.69041863152012
1953-05,1963-05,4.660661290806079,0.0,True,7,4.113639370287076,-11.737002248974715,True,8,4.37723471944593,-6.081252287508098,False,,1.0,-78.54381733397652
1953-06,1963-06,4.483293383775667,0.0,True,6,4.107500992194735,-8.382061119195662,True,7,4.370703004026014,-2.5113319631746567,False,,1.0,-77.6949685332028
1953-07,1963-07,3.5920026933934164,0.0,True,5,3.6697446752215903,2.1643074480751645,True,6,3.904895971170359,8.71083082293984,False,,1.0,-72.16037722245454
1953-08,1963-08,3.298532249004811,0.0,True,4,3.5736208493186936,8.339727477179547,True,5,3.8026126861679668,15.281961766941654,False,,1.0,-69.68348572909339
1953-09,1963-09,2.887040610375496,0.0,True,3,3.444053446223046,19.293557348855693,True,4,3.664742813705341,26.93769531799881,False,,1.0,-65.3624546739598
1953-10,1963-10,3.1766741488963706,0.0,True,2,3.5946553776954624,13.157825109141452,True,5,4.206322177157186,32.412768197157774,False,,1.0,-68.52053584572353
1953-11,1963-11,3.0260719519689876,0.0,True,1,3.3872469903426388,11.935441195925423,True,4,3.9636211647419417,30.982383355521836,False,,1.0,-66.95385913248607
1953-12,1963-12,3.2641883847069724,0.0,True,3,3.8196228985417497,17.016006687513507,True,48,2.6163764765762525,-19.846033126206176,False,,1.0,-69.36451325281674
1954-01,1964-01,3.7359159886258055,0.0,True,40,2.5496887249250633,-31.75197909461225,True,47,2.8141581659703525,-24.67287341208404,False,,1.0,-73.23280279737143
1954-02,1964-02,3.56889669035418,0.0,True,39,2.422123587733456,-32.13242640842364,True,46,2.673361185926665,-25.09278306788537,False,,1.0,-71.9801359702357
1954-03,1964-03,3.7839251989225664,0.0,True,38,2.3483398662670045,-37.93905157174697,True,45,2.591924161771256,-31.50170720844906,False,,1.0,-73.57241627596815
1954-04,1964-04,3.565199780111681,0.0,True,37,2.36768887864115,-33.588886326954125,True,44,2.613280173053677,-26.70031599261976,False,,1.0,-71.95108095825489
1954-05,1964-05,4.025781106132221,0.0,True,36,2.520328952424871,-37.39528091614789,True,43,2.7817530167751796,-30.90153330647041,False,,1.0,-75.16010002439619
1954-06,1964-06,3.905053290815593,0.0,True,35,2.6118476673583886,-33.116209361309664,True,42,2.8827646173096095,-26.178610056624162,False,,1.0,-74.39215484326607
1954-07,1964-07,3.9767025089605728,0.0,True,34,2.5155829682576276,-36.741987548997,True,41,2.7765147498568497,-30.180476321761052,False,,1.0,-74.85353762956287
1954-08,1964-08,3.6986551504260623,0.0,True,33,2.4519829375144107,-33.70609484282531,True,40,2.706317731639557,-26.82968209869997,False,,1.0,-72.96314581031416
1954-09,1964-09,3.464634389320582,0.0,True,32,2.3388478979325185,-32.49365921143649,True,39,2.5814476279345966,-25.49148516531291,True,120,1.0,-71.13692564264765
1954-10,1964-10,3.675540967663506,0.0,True,31,2.32380293597725,-36.776573668434395,True,38,2.564842109727908,-30.218649926833898,True,119,0.9935673619611742,-72.96813256327891
1954-11,1964-11,3.699892917240324,0.0,True,30,2.3236300053800627,-37.19737145492276,True,37,2.5646512417025433,-30.683095455220222,True,118,0.9934934235929117,-73.14804925938401
1954-12,1964-12,3.4164115813417957,0.0,True,29,2.337541311198217,-31.579048497425255,True,36,2.580005513965178,-24.482005386719806,True,117,0.9994413545509065,-70.74587382828224
1955-01,1965-01,3.3624847746650426,0.0,True,28,2.3869610329721005,-29.011989854738296,True,35,2.634551354102603,-21.64867558797954,True,116,1.0205712971254406,-69.64829982829868
1955-02,1965-02,3.3054579143845877,0.0,True,27,2.3308546614403194,-29.484666820382756,True,34,2.572625283651094,-22.170381523975113,True,115,0.9965824043114284,-69.85039803488247
1955-03,1965-03,3.222674253200569,0.0,True,26,2.1765621397279222,-32.46099454307895,True,33,2.402328589909444,-25.45543231607743,True,114,0.930612949072895,-71.12295950642032
1955-04,1965-04,3.398827233600047,0.0,True,25,2.2608561986011835,-33.48128506648222,True,32,2.4953661484953247,-26.581553665726453,True,113,0.9666537959136728,-71.55919587916829
1955-05,1965-05,3.1338267653530703,0.0,True,24,2.1071016831911455,-32.762662362616254,True,31,2.325663266388141,-25.78839098254616,True,112,0.9009143711541778,-71.25194088216689
1955-06,1965-06,3.0076602264022467,0.0,True,23,2.036949504265621,-32.27461378833295,True,30,2.2482344707653814,-25.249718999851524,True,111,0.8709200397624113,-71.043270376182
1955-07,1965-07,3.0003554923569147,0.0,True,22,2.108216124817462,-29.734455460763986,True,29,2.326893304773822,-22.446079782834595,True,110,0.9013908628607575,-69.95719790015035
1955-08,1965-08,3.24338706344286,0.0,True,21,2.412535546844977,-25.616785796633636,True,28,2.6627786142981362,-17.901300023328304,True,109,1.0315059602540193,-68.19664319808089
1955-09,1965-09,3.150558673600741,0.0,True,20,2.351356544462378,-25.366997156252403,True,27,2.5952537484359435,-17.625601764468822,True,108,1.0053482086376444,-68.08984333281303
1955-10,1965-10,3.056626829923992,0.0,True,19,2.403120436553685,-21.37998616555221,True,26,2.6523869106949722,-13.225033401904406,True,107,1.027480426870846,-66.38515317565292
1955-11,1965-11,3.4915581773799844,0.0,True,18,2.638459764814388,-24.433171931442633,True,25,2.912137085657329,-16.59491442750195,True,106,1.128102330701675,-67.69057614419626
1955-12,1965-12,3.330663158636567,0.0,True,17,2.724290984551533,-18.205748981630943,True,24,3.0068712489131135,-9.721544758551936,True,105,1.1648004074825629,-65.02797334932593
1956-01,1966-01,3.472299626883295,0.0,True,16,2.82526323879794,-18.634232572438712,True,23,3.118316968167456,-10.194473310287755,True,104,1.2079721991735335,-65.21117619513157
1956-02,1966-02,3.430687999271718,0.0,True,15,2.8964145722849897,-15.573361002228891,True,22,3.1968485568256537,-6.816109261340719,True,103,1.2383937300263714,-63.90246707688769
1956-03,1966-03,3.4853044702569513,0.0,True,14,3.044116516793482,-12.65851971408808,True,21,3.3598710580450883,-3.5989226560345644,True,102,1.3015453118966833,-62.656194802954246
1956-04,1966-04,3.2823763045590915,0.0,True,13,2.985320113749904,-9.050034586119459,True,20,3.294975929421247,0.3838568065658743,True,101,1.2764062666874791,-61.11334751854621
1956-05,1966-05,3.1000348053968843,0.0,True,12,2.9093651525632156,-6.150564906617495,True,19,3.211142451169598,3.5840773651729663,True,100,1.2439308922717975,-59.87364754401388
1956-06,1966-06,2.972972972972973,0.0,True,11,2.872377219275997,-3.383675351625548,True,18,3.170317901300024,6.63796577100082,True,99,1.2281162968379025,-58.69063365181601
1956-07,1966-07,2.995962745333174,0.0,True,10,2.880255168703405,-3.8621166705095744,True,17,3.1790130002332844,6.109897567493072,True,98,1.2314846002809658,-58.895196470675224
1956-08,1966-08,2.9634791063217802,0.0,True,9,2.8111597878718,-5.139881638613475,True,16,3.102750620321083,4.699594935635099,True,97,1.2019421144730247,-59.441518858391596
1956-09,1966-09,2.9873203547039036,0.0,True,8,2.815752055952655,-5.743217277688107,True,15,3.1078192267724227,4.033677602697638,True,96,1.2039055889191033,-59.69948160988474
1956-10,1966-10,2.835760390428212,0.0,True,7,2.7688494350933825,-2.3595419260625805,True,14,3.0560515767819663,7.768328632324595,True,95,1.1838518603714994,-58.25275420421778
1956-11,1966-11,2.4977721082324194,0.0,True,6,2.671220505725924,6.944124202597801,True,13,2.9482959726846656,18.037028396920697,True,94,1.1421095438002677,-54.27486999170248
1956-12,1966-12,2.6443165677240774,0.0,True,5,2.7901391130581814,5.514564599185312,True,12,3.079549551460141,16.459186053909658,True,93,1.1929544950420217,-54.88609383600469
1957-01,1967-01,2.576895980837648,0.0,True,4,2.8112942894473902,9.096149412035981,True,11,3.1028990732296995,20.41227493478679,True,92,1.2019996220927842,-53.354748075548585
1957-02,1967-02,2.6149674620390453,0.0,True,3,2.872223503189608,9.837829528860187,True,10,3.1701482408330333,21.230886688015627,True,91,1.2280505738438914,-53.03763462944554
1957-03,1967-03,2.501942314964419,0.0,True,2,2.796825762816078,11.786180923833678,True,9,3.086929781774225,23.381333107119428,True,90,1.1958134452814997,-52.20459568035621
1957-04,1967-04,2.4372806050636773,0.0,True,1,2.7615863500115285,13.306048727999386,True,8,3.0480351197166677,25.058850974487346,True,89,1.1807464489044799,-51.55475957707253
1957-05,1967-05,2.8935900391976017,0.0,True,7,3.193731045744704,10.372616800627776,True,53,1.1327030259268451,-60.85475099848816,True,88,1.2371860700114192,-57.243906246149045
1957-06,1967-06,2.8586898293410887,0.0,True,6,3.1687909570971105,10.847666108200983,True,52,1.1238576618453417,-60.686267873126184,True,87,1.2275247898918036,-57.059881862918274
1957-07,1967-07,3.036716307388514,0.0,True,5,3.1309354653998693,3.102665790087622,True,51,1.110431662793059,-63.43314454197411,True,86,1.212860346853101,-60.060136539520045
1957-08,1967-08,2.5357985986515326,0.0,True,4,2.8474964477339735,12.291900833457081,True,50,1.0099059051831127,-60.17404908575339,True,85,1.103061869983487,-56.500414876399695
1957-09,1967-09,2.50101067346746,0.0,True,3,2.8076898606663425,12.262210251733773,True,49,0.9957879218659507,-60.18457928108851,True,84,1.087641612513658,-56.511916400351616
1957-10,1967-10,2.6938587733208044,0.0,True,26,1.5728442757863934,-41.6137070226774,True,48,1.035005377921189,-61.57907800618273,True,83,1.1304765738603222,-58.035046786556364
1957-11,1967-11,2.6082703696140492,0.0,True,25,1.459937362838332,-44.02660936356986,True,47,0.9607073282637965,-63.16688103135741,True,82,1.0493251070052496,-59.769312291021414
1957-12,1967-12,2.7219264946026773,0.0,True,24,1.467024049012436,-46.10346561814194,True,46,0.9653707004836368,-64.53354995449452,True,81,1.0544186390411014,-61.2620457924961
1958-01,1968-01,2.510426630954658,0.0,True,23,1.4998628383321142,-40.25466349670811,True,45,0.9869801656249295,-60.68476355950687,True,80,1.078021409265299,-57.05823878806798
1958-02,1968-02,2.5556081490457436,0.0,True,22,1.5428058705193854,-39.63057790782736,True,44,1.015238696963543,-60.274085941437065,True,79,1.1088865703277113,-56.609679353942965
1958-03,1968-03,2.5683044643194077,0.0,True,21,1.5558133686905633,-39.42254937820042,True,43,1.023798241457379,-60.137193402080456,True,78,1.1182356662257749,-56.46015954256796
1958-04,1968-04,2.6161489120865298,0.0,True,20,1.6643082479882956,-36.38327542062911,True,42,1.095192965829516,-58.13720844521666,True,77,1.196215998619817,-54.27569152912761
1958-05,1968-05,2.611461328285443,0.0,True,19,1.6714749451353328,-35.99465069495243,True,41,1.099908989026032,-57.881475129935076,True,76,1.2013670382754287,-53.996368804580875
1958-06,1968-06,2.6199137606515865,0.0,True,18,1.7501028712509143,-33.199981711777625,True,40,1.151649855961971,-56.04245173033675,True,75,1.2578805977506307,-51.98770980011995
1958-07,1968-07,2.8043561931420564,0.0,True,17,1.832216989758595,-34.66532553035845,True,39,1.205684801167347,-57.006716760310184,True,74,1.3168998463725012,-53.040920779146084
1958-08,1968-08,2.865555612011585,0.0,True,16,1.9338766459400147,-32.51303035844916,True,38,1.2725816278177675,-55.590405487736085,True,73,1.3899673849642222,-51.49396580761236
1958-09,1968-09,3.1385363357215965,0.0,True,15,2.1029284016093635,-32.99652523774689,True,37,1.3838256199652503,-55.908567818218735,True,72,1.5114727701420436,-51.8414761384455
1958-10,1968-10,2.871865332719015,0.0,True,14,1.9948907278712509,-30.536759326993412,True,36,1.312731758316974,-54.28992636384833,True,71,1.4338210527180566,-50.07352759954979
1958-11,1968-11,2.751021650987996,0.0,True,13,1.962109089246525,-28.677075713240676,True,35,1.2911599010161638,-53.06616723454505,True,70,1.4102593593651158,-48.73688620885124
1958-12,1968-12,2.5570069829039244,0.0,True,12,1.9420720555961957,-24.049012435991223,True,34,1.27797459214297,-50.02068431226541,True,69,1.395857808302457,-45.41048117446989
1959-01,1969-01,2.65435876611605,0.0,True,11,2.092012618873445,-21.18576261887346,True,33,1.3766425224330765,-48.13653150408798,True,68,1.5036270877319813,-43.352529924500715
1959-02,1969-02,2.4554098772672055,0.0,True,10,2.0100356620336504,-18.138487564008777,True,32,1.3226978360448587,-46.131281449556596,True,67,1.444706423601127,-41.162311149084395
1959-03,1969-03,2.40703405896581,0.0,True,9,2.1043114484272127,-12.576581931236275,True,31,1.3847357297049288,-42.471286413791546,True,66,1.51246683042646,-37.1647100383658
1959-04,1969-04,2.5546346958480846,0.0,True,8,2.177372896854425,-14.767739575713257,True,30,1.4328135929778638,-43.913171017893816,True,65,1.5649795026412425,-38.7395972823542
1959-05,1969-05,2.500069078988684,0.0,True,7,2.275203456474031,-8.994376371616685,True,29,1.4971906943159512,-40.1140269723432,True,64,1.6352948908587532,-34.59001174798518
1959-06,1969-06,2.449924080635007,0.0,True,6,2.2684368141916607,-7.407873079736649,True,28,1.492737926002813,-39.07003332054667,True,63,1.6304313893019395,-33.44971780189447
1959-07,1969-07,2.182206314114936,0.0,True,5,2.132395299926847,-2.2825987564008776,True,27,1.4032162225180707,-35.697362186068545,True,62,1.532652004962086,-29.765943987578357
1959-08,1969-08,2.1816500856465466,0.0,True,4,2.1982329005120707,0.7601042428676097,True,26,1.4465404547540075,-33.69512075877578,True,61,1.5799725606500006,-27.579011361862594
1959-09,1969-09,2.234010725999468,0.0,True,3,2.3044874725676663,3.154718361375264,True,25,1.516460951779227,-32.119352242555536,True,60,1.6563426796907732,-25.85789045619974
1959-10,1969-10,2.230820784551909,0.0,True,2,2.434962509144111,9.150969275786402,True,24,1.602319651600966,-28.173537619122826,True,59,1.7501211767702078,-21.548105123928906
1959-11,1969-11,2.253395842076709,0.0,True,1,2.5162422275054857,11.664456839795157,True,23,1.655805522335296,-26.519544794698792,True,58,1.808540703071728,-19.741544326051773
1959-12,1969-12,2.6838309253840524,0.0,True,21,1.5399644527227772,-42.62066070714159,True,22,1.7660867537664253,-34.195305037194146,True,57,1.9289945203453744,-28.12533374957895
1960-01,1970-01,2.4096093512271386,0.0,True,20,1.5061223954405043,-37.49516307805316,True,21,1.7272754623883988,-28.317199569766295,True,56,1.8866031892082842,-21.70501877213017
1960-02,1970-02,2.344974681299628,0.0,True,19,1.5611222970624308,-33.42690181212412,True,20,1.7903513324457883,-23.651570879496976,True,55,1.9554973176803068,-16.60902212400288
1960-03,1970-03,2.3820423033723768,0.0,True,18,1.6552110865530287,-30.51294327520282,True,19,1.8982557483584175,-20.30973817421455,True,54,2.073355076690518,-12.958931344117374
1960-04,1970-04,1.9361195560602178,0.0,True,17,1.3866848556793663,-28.378139080361777,True,18,1.5903001857827321,-17.861467758798355,True,53,1.7369930087165122,-10.28482702529514
1960-05,1970-05,2.0497738929861304,0.0,True,16,1.3288516655407845,-35.17081712827845,True,17,1.5239749983076474,-25.651555836360775,True,52,1.664549838567896,-18.793490137443225
1960-06,1970-06,1.9622348870717585,0.0,True,15,1.4022876181356703,-28.53619985177702,True,16,1.6081939962843457,-18.042737549924404,True,51,1.7565373840605312,-10.482817544753242
1960-07,1970-07,1.9747752361963467,0.0,True,14,1.4160933411161318,-28.290910521862877,True,15,1.6240268971275127,-17.761430903114682,True,50,1.7738307468596728,-10.17556254775186
1960-08,1970-08,1.8134892621730812,0.0,True,13,1.398418080578201,-22.887986725518605,True,14,1.6037562711074007,-11.565163105204167,True,49,1.7516903132522204,-3.4077372394699434
1960-09,1970-09,1.6840526062602428,0.0,True,12,1.354626720796469,-19.561496133741695,True,13,1.553534760926958,-7.7502237666508655,True,48,1.696836259375796,0.7591005808269768
1960-10,1970-10,1.6912788186167063,0.0,True,11,1.38660615322057,-18.01433696457734,True,12,1.5902099269655736,-5.9758858526825716,True,47,1.7368944242254953,2.6971073667260814
1960-11,1970-11,1.5463924734106604,0.0,True,10,1.3054573596636783,-15.58046342631153,True,11,1.497145564907372,-3.184631932065185,True,46,1.6352455986132448,5.745832751411006
1960-12,1970-12,1.4646755754730194,0.0,True,9,1.30327336643209,-11.019655939084283,True,10,1.494640882731232,2.0458665222525596,True,45,1.6325098789875374,11.458804005816493
1961-01,1971-01,1.4063661010141582,0.0,True,8,1.377883297370682,-2.0252766063499794,True,9,1.5802062413972067,12.36094500981566,True,44,1.7259679764711682,22.725368254150812
1961-02,1971-02,1.4643332699258131,0.0,True,7,1.4641411922110803,-0.01311707646597382,True,8,1.6791299050025952,14.66856210182701,True,43,1.8340165786252394,25.245845074472385
1961-03,1971-03,1.5142713124566822,0.0,True,6,1.5762134935365606,4.090560295921231,True,7,1.8076584606358734,19.374807259817505,True,42,1.9744008938327187,30.386204743557087
1961-04,1971-04,1.4999118835647656,0.0,True,5,1.6187652895922557,7.924025893108944,True,6,1.8564583944460742,23.77116381223159,True,41,2.027702241975633,35.18809099348519
1961-05,1971-05,1.4626845229942893,0.0,True,4,1.6109934217861523,10.139500108215893,True,5,1.8475453362517018,26.311949515234943,True,40,2.017967023487755,37.96324441559935
1961-06,1971-06,1.5182925074119915,0.0,True,3,1.7297160808798935,13.925088376302686,True,4,1.9837007619348481,30.653398620544415,True,39,2.1666817281861275,42.70515843349245
1961-07,1971-07,1.5250392491663136,0.0,True,2,1.7456139775566824,14.463544365231872,True,3,2.001933043000805,31.270919361268422,True,38,2.186595795371458,43.37964065953022
1961-08,1971-08,1.433539070252189,0.0,True,2,1.7277493211784796,20.523350708155654,True,14,1.8237582571138213,27.22068724593496,True,45,2.094672721635572,46.118983786544156
1961-09,1971-09,1.592577046427892,0.0,True,1,1.8264247730366827,14.683605238020036,True,27,1.968266191132366,23.590013779687126,True,44,2.2143039521438603,39.03904725429046
1961-10,1971-10,1.7137592045189582,0.0,True,11,1.7441821299528448,1.775215873599123,True,26,1.8468509362081544,7.766069546891452,True,43,2.077711513559848,21.237073918039084
1961-11,1971-11,1.8424700930772833,0.0,True,10,1.8699170188009069,1.489680935758475,True,25,1.979987030882711,7.463727000081044,True,42,2.227489923583375,20.896937863617303
1961-12,1971-12,1.8942761412815858,0.0,True,9,2.077392981811501,9.66685038887869,True,24,2.1996757720677635,16.122233930453113,True,41,2.4746402582480718,30.637777899363527
1962-01,1972-01,1.890294744365181,0.0,True,8,2.186677077592014,15.67915977708374,True,23,2.315392721082921,22.488449379914076,True,40,2.6048220896937866,37.79978479327391
1962-02,1972-02,2.0107926115192165,0.0,True,7,2.3133535427766554,15.046849164063957,True,22,2.4495258166491043,21.81891869984598,True,39,2.755722127993289,37.0465612518466
1962-03,1972-03,2.219775628303424,0.0,True,7,2.5308212652439024,14.012480945121952,True,21,2.583788603388182,16.398638242684616,True,38,2.9067680691579585,30.94873338075179
1962-04,1972-04,2.42239665704212,0.0,True,6,2.6510734247967473,9.440104166666675,True,20,2.7065575099294796,11.730566588311596,True,37,3.0448833688971564,25.69714212762857
1962-05,1972-05,2.6602612868303246,0.0,True,5,2.8874412474593494,8.53976117886177,True,19,2.947872254194699,10.811380400421488,True,36,3.316363006328537,24.66305557075379
1962-06,1972-06,2.5734615891421795,0.0,True,4,2.946122332317073,14.480913363821134,True,18,3.0077814703736725,16.876874442733225,True,35,3.383761011106856,31.486750196057002
1962-07,1972-07,2.7923993193420307,0.0,True,3,3.126905487804878,11.979166666666675,True,17,3.192348220799222,14.322768906541295,True,34,3.5913990260983755,28.61337564516424
1962-08,1972-08,2.870053706147625,0.0,True,2,3.2288332063008127,12.500793953252032,True,16,3.2964091756504823,14.855313285239525,True,33,3.7084678375371602,29.21248928525837
1962-09,1972-09,3.307482087084329,0.0,True,10,3.1151350416011767,-5.815512840848469,True,15,3.5021723271459835,5.886358109751133,True,32,3.939951852054495,19.122394266017405
