mois,us_tr_usd,us_ipc,jp_prix_jpy,usd_par_eur,jpy_par_usd,cash_usd_pct,cash_eur_pct,cash_jpy_pct,us_tr_eur,jp_prix_eur
2008-03,143973.48676360273,213.528,70.95819170632222,1.552,100.7562,1.26,4.59636842105263,0.84,92766.42188376465,0.45377340895009044
2008-04,150084.68235144284,214.823,78.4613075005665,1.5754,102.6777,1.29,4.7835,0.84,95267.66684743103,0.4850522998294109
2008-05,153932.00600811854,216.632,81.22898255155224,1.5554,104.3595,1.73,4.85738095238095,0.84,98966.18619526716,0.5004226162992939
2008-06,147396.40639583487,218.815,76.3731021980512,1.5562,106.9152,1.86,4.9405238095238095,0.86,94715.59336578516,0.4590241846808785
2008-07,138437.38509914197,219.964,75.78070473600724,1.5759,106.8518,1.63,4.961,0.85,87846.55441280662,0.45003691780992044
2008-08,141359.58265695133,219.086,74.05886018581464,1.4955,109.3624,1.72,4.96519047619048,0.85,94523.2916462396,0.452816844434771
2008-09,134507.55469188874,218.783,63.788012689780196,1.4342,106.5748,1.13,5.01918181818182,0.87,93785.77234129742,0.41732540879509744
2008-10,107344.2449215363,216.573,48.589281667799675,1.3266,99.9659,0.67,5.11308695652174,0.89,80916.81359983138,0.3663942127603344
2008-11,98105.48332906442,212.425,48.222694312259236,1.2744,96.9656,0.19,4.2383,0.88,76981.70380497836,0.3902366186138764
2008-12,97759.50033169102,210.228,50.19012009970541,1.3511,91.275,0.03,3.29261904761905,0.74,72355.48836628748,0.4069854651007487
2009-01,96684.99295722925,211.143,45.286936324495805,1.3244,90.1205,0.13,2.45652380952381,0.72,73002.86390609275,0.3794286991385159
2009-02,90201.16891462222,212.193,42.87570813505552,1.2797,92.9158,0.3,1.94305,0.71,70486.18341378622,0.3605899061042934
2009-03,85067.5186084046,212.709,45.941139814185355,1.305,97.855,0.21,1.63545454545455,0.65,65185.838014103145,0.35975615507568653
2009-04,95544.11364823524,213.24,50.01280308180376,1.3199,98.92,0.16,1.4223,0.6,72387.38817200942,0.38305052305488535
2009-05,101901.95555612903,213.856,53.94572852934511,1.3646,96.6445,0.18,1.2817,0.57,74675.33017450463,0.40904826231949476
2009-06,104820.14272876593,215.693,56.41536369816451,1.4014,96.6145,0.18,1.22790909090909,0.56,74796.73378676033,0.41667070599038325
2009-07,106154.05584528553,215.351,58.672275096306365,1.4092,94.367,0.18,0.9749565217391312,0.55,75329.30446017992,0.4412047157415113
2009-08,114769.2308845674,215.834,59.44102651257648,1.4266,94.8971,0.17,0.860476190476191,0.54,80449.481904225,0.4390673470481198
